Appt DateTime,SO Number,Shipment ID
2024-09-05 14:30:00,7478291,9010156289
2024-09-05 14:30:00,7478312,9010156290
2024-09-05 12:30:00,7474015,9010155506
2024-09-05 12:30:00,7473241,9010155652
2024-09-05 12:30:00,7477799,9010156285
2024-09-05 12:30:00,7477237,9010156286
2024-09-05 12:30:00,7477236,9010156287
2024-09-05 10:30:00,7480047,9010156280
2024-09-05 10:30:00,7480050,9010156281
2024-09-05 10:30:00,7472991,9010156282
2024-09-05 10:30:00,7474769,9010156283
2024-09-05 10:30:00,7476073,9010156284
2024-09-05 08:30:00,7473102,9010155835
2024-09-05 08:30:00,7469047,9010155921
2024-09-05 08:30:00,7478271,9010156238
2024-09-05 06:30:00,7468571,9010155920
2024-09-05 00:00:00,7479620,9010156057
2024-09-05 00:00:00,7475077,9010156067
2024-09-05 00:00:00,7473292,9010156088
2024-09-05 00:00:00,7461911,9010156213
2024-09-05 00:00:00,7461918,9010156214
2024-09-05 00:00:00,7481370,9010156270
2024-09-05 00:00:00,7483227,9010156288
2024-09-05 00:00:00,7482295,9010156303
2024-09-05 00:00:00,7482300,9010156304
2024-09-05 00:00:00,7483217,9010156305
2024-09-05 00:00:00,7483225,9010156306
2024-09-05 00:00:00,7483355,9010156307
2024-09-05 00:00:00,7483398,9010156308
2024-09-05 00:00:00,7483435,9010156309
2024-09-05 00:00:00,7483514,9010156310
2024-09-05 00:00:00,7483510,9010156311
2024-09-05 00:00:00,7483211,9010156312
2024-09-05 00:00:00,7483226,9010156313
2024-09-05 00:00:00,7483272,9010156314
2024-09-05 00:00:00,7481889,9010156316
2024-09-05 00:00:00,7483431,9010156317
2024-09-05 00:00:00,7480763,9010156318
2024-09-05 00:00:00,7483508,9010156319
2024-09-05 00:00:00,7480508,9010156320
2024-09-05 00:00:00,7480759,9010156321
2024-09-05 00:00:00,7477052,9010156322
2024-09-05 00:00:00,7475880,9010156323
2024-09-05 00:00:00,7480988,9010156324
2024-09-05 00:00:00,7464235,9010156325
2024-09-05 00:00:00,7477628,9010156326
2024-09-05 00:00:00,7482206,9010156327
2024-09-05 00:00:00,7481381,9010156329
2024-09-05 00:00:00,7481400,9010156330
2024-09-05 00:00:00,7481383,9010156331
2024-09-05 00:00:00,7481357,9010156332
2024-09-05 00:00:00,7481371,9010156333
2024-09-05 00:00:00,7481362,9010156334
2024-09-05 00:00:00,7481349,9010156335
2024-09-05 00:00:00,7481981,9010156336
2024-09-05 00:00:00,7481361,9010156337
2024-09-05 00:00:00,7481982,9010156338
2024-09-05 00:00:00,7479616,9010156339
2024-09-05 00:00:00,7480769,9010156340
2024-09-05 00:00:00,7480807,9010156341
2024-09-05 00:00:00,7481356,9010156416
2024-09-05 00:00:00,7482009,9010156424
2024-09-05 00:00:00,7481384,9010156440
2024-09-05 00:00:00,7475931,9010156633
2024-09-04 19:30:00,7477064,9010156262
2024-09-04 19:30:00,7472897,9010156264
2024-09-04 19:30:00,7473080,9010156265
2024-09-04 19:30:00,7473076,9010156266
2024-09-04 17:30:00,7473137,9010156260
2024-09-04 17:30:00,7472990,9010156261
2024-09-04 14:30:00,7448363,9010154025
2024-09-04 14:30:00,7469426,9010155505
2024-09-04 14:30:00,7473108,9010156258
2024-09-04 12:30:00,7468580,9010156032
2024-09-04 12:30:00,7473157,9010156255
2024-09-04 12:30:00,7473101,9010156256
2024-09-04 10:30:00,7478161,9010156223
2024-09-04 10:30:00,7478272,9010156230
2024-09-04 10:30:00,7473073,9010156252
2024-09-04 10:30:00,7472891,9010156253
2024-09-04 08:30:00,7478320,9010156228
2024-09-04 08:30:00,7473139,9010156229
2024-09-04 06:30:00,7474929,9010156207
2024-09-04 06:30:00,7468402,9010156227
2024-09-04 00:00:00,7469311,9010155650
2024-09-04 00:00:00,7469312,9010155651
2024-09-04 00:00:00,7471593,9010156059
2024-09-04 00:00:00,7468697,9010156125
2024-09-04 00:00:00,7481708,9010156146
2024-09-04 00:00:00,7480263,9010156147
2024-09-04 00:00:00,7481714,9010156148
2024-09-04 00:00:00,7461917,9010156211
2024-09-04 00:00:00,7475528,9010156212
2024-09-04 00:00:00,7475012,9010156231
2024-09-04 00:00:00,7472631,9010156239
2024-09-04 00:00:00,7477860,9010156240
2024-09-04 00:00:00,7477209,9010156241
2024-09-04 00:00:00,7402614,9010156242
2024-09-04 00:00:00,7477731,9010156243
2024-09-04 00:00:00,7478607,9010156244
2024-09-04 00:00:00,7477819,9010156245
2024-09-04 00:00:00,7462120,9010156246
2024-09-04 00:00:00,7471592,9010156247
2024-09-04 00:00:00,7479639,9010156248
2024-09-04 00:00:00,7480232,9010156249
2024-09-04 00:00:00,7389501,9010156250
2024-09-04 00:00:00,7480257,9010156268
2024-09-04 00:00:00,7480256,9010156269
2024-09-04 00:00:00,7473234,9010156278
2024-09-04 00:00:00,7481712,9010156294
2024-09-04 00:00:00,7480495,9010156295
2024-09-04 00:00:00,7480490,9010156296
