Dwell Time,SO Number
3.32,7468570
4.68,7469252
4.15,7473082
3.4,7463628
5.03,7471268
7.77,"7469636,7469820"
7.68,7473506
0.0,7469256
0.0,"7453775,7453994,7453995,7453996,7454202,7454203,7454204"
2.48,7472887
0.0,7465310
0.0,7455161
3.13,"7472628,7472627"
0.0,7468566
2.58,"7472629,7472630"
0.0,7474015
3.33,7468568
0.0,7450269
4.4,7468569
2.6,7469046
1.77,7469099
2.25,7463283
8.22,7471375
1.92,"7469080,7469606"
2.42,7474724
4.77,7469253
2.13,7472987
2.6,7469045
0.0,7469254
1.67,7469251
2.27,7472876
0.0,7478375
0.0,7478372
0.0,7478629
0.0,7478566
0.0,7473102
0.0,"7475185,7472712"
0.0,7478546
0.0,7478532
3.4,7463642
0.0,7478361
1.67,7464102
3.85,7472875
4.9,7466187
6.42,"7466180,7466184,7466189,7466192"
2.85,7472985
4.72,7475303
0.0,7479654
3.2,7450269
0.0,"7389408,7460879,7463303,7468300"
4.58,7473142
2.88,7472984
1.02,7468680
0.0,485707610
2.48,486070646
3.47,7469085
1.85,486354713
2.75,7469257
2.8,7472874
2.47,7472986
5.72,7472995
0.0,7402613
0.0,7442135
4.02,486663573
0.3,7478653
0.0,7478384
2.8,7472989
0.0,7478636
0.0,7478556
0.0,7474015
0.0,"7457297,7461612,7461613,7440721,7440722,7440228,7440229,7440723,7440437,7440724,7440725,7440230,7440231,7440438,7440726,7440232,7440439,7440727,7440233,7440440,7440441,7440728,7440442,7440729,7440443,7440730,7440444,7440731,7440445,7440732,7440446"
4.78,7475050
5.7,7469193
0.0,7478646
11.2,7469254
2.82,7474741
2.87,7473933
3.18,7469256
0.72,"7471301,7475087,7475088,7475089,7475090,7475091,7475092,7475093,7475094"
4.55,7472881
0.0,7475020
3.43,7457942
6.17,7469615
2.62,7473111
2.43,7474046
0.0,7469047
0.0,7468571
8.18,7469434
7.08,7461311
3.08,"7474990,,7474991"
8.37,7473109
7.25,7477201
2.45,7473103
1.17,7473104
2.77,7472885
2.93,7473113
3.65,7473075
0.0,7455161
8.17,7472996
8.0,7473112
5.13,7473077
3.5,7472882
0.37,7473138
5.75,7472994
2.77,"7466171,7466183,7466211"
5.68,7473078
4.43,"7475185,7472712"
8.52,7472992
4.95,7473070
8.15,"7477863,7477890"
6.45,7472888
8.13,"7465735,7468546,7468801,7469127,7469129,7472750"
7.57,7472877
2.28,7473115
4.2,7473071
3.13,7476614
4.88,7472889
0.0,7472894
5.65,7472880
4.25,7472879
0.0,7473102
3.47,7475020
3.2,7475194
2.97,7469609
11.87,7469143
0.0,"7459702,7477718,7477859"
3.52,7472892
7.93,7475872
3.1,7472988
4.22,"7480046,7478314,7478288,7478289"
7.98,"7469532,7472728,7475190,7475604,7475626,7475627"
0.0,7463995
2.5,7468566
2.68,"7479444,7479625,7479626"
2.55,"7479621,7479622,7479623"
12.08,"7475056,7474715"
6.02,"7415992,7453171,7454009,7475069"
0.0,7402508
3.02,7476024
4.38,"7457629,7469220,7475408"
2.87,7473000
2.57,"7473089,7473151"
0.0,"7459702,7477718,7477859"
3.43,7472993
4.45,7473090
8.48,7460089
4.03,7469250
3.08,7473107
7.57,7475437
2.22,7472878
1.35,7463669
0.0,"7475871,7475873"
2.18,7473141
2.55,7468847
0.0,7468402
0.0,7475025
3.47,7474929
0.0,7468105
4.02,"7478269,7478170,7478171,7478294,7478172,7478295,7478320"
0.0,7474015
2.37,7472894
3.62,7473139
4.25,"7478161,7478318"
2.38,7472891
2.78,"7478272,7480051,7478168,7478317"
4.92,7473073
3.2,7473101
2.08,7473157
5.85,7468580
0.0,7478286
0.0,7478283
0.0,7473069
2.4,7473108
2.83,7472990
3.85,7473137
3.52,7472897
2.65,7473080
3.18,"7477064,7477067,7476051,7448363,7448506,7450556,7469072,7469423,7469426,7477064"
1.78,7473076
0.0,7473116
0.0,7468697
0.0,37938
0.0,7483435
0.0,7483272
0.0,7476301
0.22,7468571
3.63,7473102
0.6,7483510
0.13,7469047
4.98,"7477790,7478271,7477800,7478284,7478169,7478176"
0.0,7483508
2.05,7480050
1.95,7476073
2.93,7474769
2.25,7472991
8.38,"7478264,7478308,7480047,7480049,7478293"
1.82,7477236
1.68,7468402
2.12,7473241
3.48,"7477799,7478160,7480048,7478319"
4.95,7477237
0.0,7468105
0.0,7475609
4.03,"7478281,7478291"
0.6,7483227
5.77,"1297312,1297323"
2.9,7478312
3.6,"7457469,7463886,7468299,7468574,7479447,7479579"
7.57,"7420762,7420763"
0.0,7483512
0.0,7480808
0.0,7483431
0.0,7474015
0.0,7483269
0.0,7483381
3.63,"7478262,7478148,7478151,7478152,7477797,7478307,7478280,7478309,7478163,7478285,7478297"
0.0,7484006
1.9,7468931
0.0,7484015
0.0,7473114
0.0,7483496
2.27,7473919
0.0,7483391
4.18,"7477793,7477794,7478164"
0.0,7473110
0.62,7468105
0.0,7479570
2.82,7473074
0.0,7475970
0.0,7477507
2.83,7473920
0.0,7472893
14.17,7478313
6.03,"7478292,7478316,7478173,7478174,7478175,7478321"
8.02,"7477791,7477792,7478149,7478267,7477796,7477798,7478270,7478290"
13.08,7479665
0.0,7473081
4.63,"7478265,7478310"
0.0,7469255
8.35,7475461
0.0,7483256
0.75,7464702
0.0,7483380
36.73,7478315
5.78,7479911
0.0,7475864
0.0,7402613
18.05,"7459702,7477718,7477859"
0.0,7402509
0.0,"7400693,7475453"
0.0,"7442214,7453529,7456962,7475055,7475699"
4.92,7475609
6.55,"7463344,,7463365"
7.85,7477824
8.17,"7412967,7430409,7475611,7474768"
6.38,7389403
14.55,7477506
2.45,"7482224,7482410"
3.97,7479925
13.13,7475475
6.25,7480977
6.75,7475870
4.1,7478287
3.1,7442135
0.42,7483209
0.43,7483229
10.0,"7475871,7475873"
7.58,"7477598,7477599,7477626,7477711,7477712,7477801,7477802,7477803,7477804,7477805,7477806,7477807,7477808,7477809,7477811,7477812,7477813,7477815,7477820"
6.28,7479950
9.5,7475932
2.52,7475477
0.0,7474899
3.72,7477046
0.98,7476301
7.53,7479458
6.5,"7457297,7440721,7440722,7440228,7440229,7440723,7440437,7440724,7440725,7440230,7440231,7440438,7440726,7440232,7440439,7440727,7440233,7440440,7440441,7440728,7440442,7440729,7440443,7440730,7440444,7440731,7440445,7440732,7440446,7461612,7461613"
3.05,7473105
3.63,7480819
4.0,7473114
6.97,"7468935,7457780"
4.33,7478162
1.5,"7479850,7479927,7480101"
3.45,7472883
4.6,7480989
1.15,7410651
5.35,7472893
8.57,487030005
5.78,487030010
8.0,7478165
4.85,"7478266,7478311"
4.82,7473116
8.05,7478166
2.17,7475029
5.12,"7477825,7480212"
5.13,7482177
0.0,7475949
5.2,7479668
5.0,"7482223,7482409"
6.03,7483101
5.05,7402509
5.97,7482188
1.57,"7482425,7482501"
3.2,7402508
4.1,7479493
1.25,7483381
9.33,7482460
4.2,7463995
6.68,7389291
4.53,7479902
5.58,7479590
3.75,7480608
0.0,7475025
1.62,7480521
0.6,7468404
2.43,7473095
4.88,"7479494,7479951"
2.72,7445351
3.3,7479551
3.63,7479589
4.35,7479900
3.37,7480877
3.58,7479898
9.9,"7482165,7479481,7477861"
0.0,7468403
5.98,7478167
4.13,7479483
5.05,7473069
4.48,"7458029,7461249,7460896"
0.0,7479669
5.18,7480722
5.2,7473081
5.73,"7476941,7476942"
1.9,7475864
2.85,7475970
1.37,7486528
1.12,7486612
1.15,7486494
0.92,7486522
0.87,7486489
0.0,"7457568,7458015,7460884"
3.7,7482213
0.83,7484016
1.0,7486485
0.0,7486696
0.87,7486721
1.08,7486479
6.67,"7464527,7469534,7469690,7477049"
0.0,7402510
1.43,"7457568,7458015,7460884"
3.48,7482162
0.35,7483496
0.0,7446262
6.27,7479887
6.57,"7474598,7482163"
0.0,7445730
2.45,7479888
3.82,7478286
0.0,7472884
2.63,7473068
4.32,"7479611,7479612,7479648,7479916"
6.5,7479942
3.58,7475025
3.43,7480791
4.0,"7457866,7458020"
3.28,7479889
8.35,7480792
3.67,"7457778,7458031,7460897,7465332"
0.0,7445736
7.72,7473110
2.62,7486607
0.0,7484507
0.0,7486551
0.0,7486638
1.27,7477507
0.0,7475038
0.0,7487311
0.0,7486192
0.0,7486725
0.0,7486461
0.0,7455161
0.0,7475950
0.0,7478283
1.25,7483956
1.7,7480560
0.0,7457777
0.0,7486893
0.0,7486608
1.32,7479886
0.0,7486626
0.0,7485127
0.0,7486484
0.0,7482179
2.53,7479901
0.0,7445700
0.0,7484705
0.0,7485185
0.0,5258794
0.0,7483397
0.25,7483372
0.9,7486735
15.68,7464883
0.0,7465331
0.0,"7469307,7468695,7460708,7450371"
13.92,7465401
1.75,"7472793,7472843,7479598"
7.75,"7472842,7476036,7479924"
0.0,7486551
6.28,7465403
5.1,"7472789,7472837,7472792,7477006"
0.0,"7484043,7484077"
7.2,7479613
0.0,7479597
0.0,7445656
0.0,7486626
0.0,7486484
3.62,7465405
0.0,7486638
0.0,7469255
11.6,"7479611,7479612,7479916"
0.0,7477003
6.85,7472884
0.0,"7479611,7479612,7479916"
0.0,7479595
0.0,7472840
0.0,7465310
4.1,"7475458,7475885,7475890"
6.5,7482404
6.17,"7479495,7480749"
4.25,7484099
0.0,7445702
0.0,7445635
1.95,7483490
0.0,"7484043,7484077"
0.0,7399941
5.43,7389297
5.65,7484507
4.22,"7477894,7484934"
3.52,7484926
1.88,"7481025,7484708,7484948"
2.07,7484508
4.62,"7481309,7483682"
4.62,7485133
4.43,7484415
0.0,7445683
3.45,7484705
1.95,"7485694,7486865,7486936"
1.65,7481104
2.85,7458014
1.73,7486725
0.0,7485797
0.0,7445658
6.73,7445659
1.72,7480713
3.45,"7486133,7486230,7486235,7486059"
4.68,"7486224,7486050,7486227,7486058,7486153,7486154"
1.37,7473242
5.97,"7479596,7465331"
2.77,7486261
6.8,7479899
6.43,"7484664,7484725"
3.87,7484046
11.02,"7392352,7482423"
5.77,"7486051,7486231"
5.4,"7472835,7472786,7472791"
3.53,7483731
4.15,"7399850,7399940,7404176"
4.57,"7486225,7486054,7486256,7486079,7486080,7486158,7486262"
13.35,"7486229,7486255,7486077,7486155"
8.7,7485835
5.02,"7485386,7485837"
1.9,"7471594,7476035,7475936,7477002"
0.0,"7485696,7486867,7486938,7487302"
6.35,"7477893,7485173"
1.95,7480607
0.0,7483397
1.63,7399941
0.12,7481106
2.58,7484060
7.13,"7476034,7464880"
2.02,"7477005,7479594,7479921,7479922,7479923"
2.02,7485167
3.48,7485127
2.4,7483727
17.15,"7472839,7477003,7479597,7479595"
2.52,7483742
0.0,7446593
0.5,7485561
2.23,7487305
1.77,7484058
1.87,7483730
2.63,"7485180,7486053,7486076"
2.92,7483733
0.0,7486232
3.08,7486138
4.37,7485797
2.98,7482199
4.22,7465329
3.58,7484047
10.62,7485157
0.02,7484050
8.38,7485052
1.6,"7477314,7477315"
17.28,7484567
0.0,7489645
1.03,7489563
1.13,7489586
1.03,7489654
2.8,"7480291,7480296,7481205,7485788,7485661,7485662,7485664,7485565,7485794,7485810,7485672,7486216,7486128,7486218,7486130,7486221,7486132,7486052,7486260"
17.37,7481103
0.67,"7465191,7465192"
0.0,7485166
0.0,7489144
13.28,7484506
0.0,7489126
0.0,7483741
2.82,7465404
11.35,"7480289,7480998,7485790,7486226,7486134"
2.1,"7480997,7481201,7480299,7485792,7485671,7486127,7486236,7486139,7486075,7486081"
6.65,7484061
0.0,7485048
12.85,7472838
14.95,"7486750,7486752"
5.92,7486899
15.15,"7481203,7485665,7486228,7486135,7486078"
12.58,"7485787,7485795,7485670,7486126,7486044,7486046,7486047,7486223,7486049,7486057"
8.15,"7480994,7480290,7480292,7480293,7481000,7480294,7481202,7480297,7481204,7485560,7485789,7485562,7485663,7485563,7485564,7485791,7485793,7485808,7485809,7485811,7486214,7486041,7486215,7486042,7486043,7486045,7486129,7486219,7486220,7486131,7486222,7486055,7486056"
0.0,"7484523,7484525,7484526,7484528,7484529,7484811,7484519,7484522"
12.93,7430410
0.0,7485152
7.08,7485161
6.93,7485169
7.27,7485047
1.57,7484059
6.32,7486881
6.9,"7485696,7486867,7486938,7487302"
0.0,7484045
3.58,7485044
1.35,7484308
0.02,7481106
0.8,7489679
0.0,7489553
0.72,7483397
0.0,7489686
2.97,"7472788,7472836,7472790,7472841,7472840,7477004"
4.02,7485053
3.62,"7490112,7490082,7490113"
3.55,7430041
0.0,7475527
2.57,7465328
2.48,7487611
4.77,7485168
4.35,7487122
5.23,7445658
4.38,7445656
4.67,7446593
2.3,7485163
1.97,7485162
4.32,"7484684,7485782,7485654,7485655,7486568,7486749"
4.32,7445657
5.68,7484641
3.23,7484931
5.03,7485038
2.03,7482179
0.0,7465327
0.0,7483741
3.53,"7478150,7477795,7478268,7478153,7478282"
0.0,7487463
0.0,7489636
4.98,7485048
8.25,7485166
0.0,7434983
2.57,7485143
5.15,7487992
0.53,7489670
3.1,7489420
0.0,7488501
15.07,7485409
0.0,"7489914,7489926,7490005"
4.55,7485156
2.43,7479890
2.5,7485043
12.98,7489421
12.9,7485155
10.1,"7479282,7481882"
3.42,7445700
3.93,7485160
3.05,"7484043,7484077"
0.0,"7487709,,7487678"
4.53,7488248
2.28,7485049
0.0,7485158
7.27,7485154
5.15,7486232
8.85,7487795
8.12,7488228
3.03,7488501
0.0,7445678
4.52,7446262
3.72,7445683
2.72,7479588
2.93,7445730
6.23,"7477028,7484833,7484834"
4.28,7445728
4.87,7394621
43.65,7445702
0.0,7394485
6.28,7445348
6.32,7487865
0.0,7394485
2.83,7484665
6.17,7445635
6.22,7487633
0.0,"7400693,7487855"
3.45,"7485586,7487394"
2.37,7445736
5.9,"7486164,7486855,7486931"
0.0,7487622
2.3,7465310
5.8,"7487576,7488205"
0.0,7489645
3.7,"7484925,7487569"
0.0,7489144
7.07,7487617
7.1,7402510
2.92,7487350
0.0,"7487388,7487820"
0.0,"7458306,7458380"
9.68,"7486974,7487573,7487582,7487626"
1.82,7486059
4.82,7486744
5.42,7485153
9.6,488532183
7.92,7485152
0.0,7458060
0.0,7485046
4.62,7483741
7.08,"7486137,7486156"
6.75,7488258
0.0,7458019
4.47,7487615
8.0,7484567
8.63,7489035
8.57,"7437214,7457791,7458059,7458061,7458062"
5.82,7473942
10.43,"7472787,7484722,7484721,7484723,7484808,7484745"
3.4,7485205
2.87,7484045
2.93,7485211
0.0,7484723
3.48,7485204
8.45,"7437101,7489970,7489970,7490132"
4.52,"7486048,7486136,7486257,7486258"
0.0,7472886
0.0,"7484745,7484808"
8.43,"7484807,7485054"
7.73,7487346
9.28,7487859
5.58,7488593
8.63,7487621
6.48,7487353
15.55,739622
8.35,"7477885,7482077,7482216"
8.65,7396252
0.58,"7475459,7485132,7486297"
8.13,7487618
9.83,7484305
9.52,"7491005,7491007,7491008,7491009,7491010,7491011"
10.25,"7482156,7485838,7489933"
10.03,7487349
6.18,7488864
7.05,7487347
0.0,7423610
1.35,7487623
8.4,"7460182,7460183,7477967"
1.05,7487625
7.77,7487622
4.43,"7489919,7490009"
7.18,7487354
5.6,"7487709,,7487678"
14.18,7489533
1.05,7492611
6.05,7485799
0.0,7489417
0.0,7492706
2.58,7394485
0.0,7492704
1.05,7492613
0.0,7492617
0.0,7492703
0.0,7492552
2.17,7485800
0.0,7485158
1.6,7423538
1.48,"7458306,7458380"
0.0,7477043
0.0,7492524
5.73,"7485803,7489417"
2.95,"7488104,7488103,7488102"
6.45,7484306
7.3,7487345
0.0,7445736
0.0,7445348
15.33,7445678
0.0,"7460039,7460054,7460217,7460225,7460305"
0.0,7492522
4.7,7487616
0.0,7492381
5.22,7423539
6.52,7423543
0.0,"7437101,7457865"
2.13,7473945
6.92,7465816
5.48,7487438
4.35,7458060
1.47,7461404
8.35,"7489914,7489926,7490005"
0.62,7492711
1.43,7492527
0.83,7492519
0.55,7492385
0.78,7492383
0.0,7475527
6.13,"7493133,7493134,7493247,7493248,7493249,7493250,7494038,7494039,7494040,7494041,7494042"
1.58,7492534
4.25,7485849
93.83,"7460039,7460054,7460217,7460225,7460305"
0.0,7487263
0.0,7472886
0.57,7487253
0.0,"7485568,7485571,7485802"
93.87,"7468805,7467971,7468803"
2.27,7423610
0.0,"7490055,7490056,7490057,7490058,7490059,7490060,7487885,7463671,7463672,7463673,7463674,7463675,7488296,7488298,7488299,7488300,7488901"
0.0,"7493361,7493118"
2.78,"7489991,7490171,7489992,7490533,7490172,7489993,7490534,7490173,7489994,7490174,7490535,7490536,7490175,7489995,7490537,7490176,7489996,7490540,7490178,7490541,7490179,7489997,7490180,7489998,7490542,7489999,7490181,7490543"
7.25,7490325
83.95,"7485688,7489958"
0.0,7485798
0.0,"7376357,7383732,7488100"
0.0,"7477478,7468696"
0.0,7490317
0.0,7423612
0.0,7492534
0.0,7445678
4.05,7487704
0.0,7487624
0.0,"7376357,7383732,7488100"
0.0,7440524
0.0,7491349
0.0,7491350
0.0,7491570
0.0,7412966
0.0,7490032
0.0,"7413020,7460266,7464980"
0.0,"7468804,7468807,7468806"
0.0,7490668
3.83,7472886
0.0,7492385
0.0,7492720
0.0,7492527
0.0,7492711
0.0,7492519
0.0,7488214
0.0,7485146
0.0,7490359
0.0,7485144
0.0,"7490038,7490039"
7.95,"7460170,7460180,7460181"
0.0,7485147
0.0,7423615
0.0,7423617
0.0,7489144
0.0,"7493361,7493118"
0.0,7489645
3.87,7445678
0.0,7485848
0.0,"7484471,7484675"
4.97,7423537
11.82,7490362
6.48,7423609
3.9,7423542
7.27,7489969
4.77,7490355
0.0,"7417216,7448251,7457789,7457790,7485148"
0.0,7487355
8.13,7490317
0.0,7487790
5.38,"7493120,7493339,7493123"
1.48,"7487840,7487858"
0.0,"7482421,7488906,7490301,7490337"
3.9,7491519
3.62,7487263
2.18,7487631
2.18,7491149
0.0,7483950
4.43,7490371
3.38,"7491575,7491577,7491363,7491579"
0.0,7483949
2.8,7423544
0.0,7486751
0.0,"7481214,7487689,7487983,7488087"
7.77,7490130
0.0,7489974
0.0,7489973
5.33,"7492142,7492149"
2.28,7465600
0.0,7490358
0.0,7490812
0.0,7490356
0.0,"7484471,7484675"
0.0,7489972
0.0,7492720
0.0,7485031
0.0,7485117
4.58,"7491169,7491173,7491580"
0.0,7423541
0.0,7490347
0.0,7491522
0.0,7491344
0.0,7490357
2.82,7484304
0.0,"7484660,7485890,7487850"
1.32,7490507
0.03,7495373
4.98,7487603
0.0,"7376281,7376387,7376388,7380709"
8.75,7485031
5.03,"7490579,7491132"
4.68,"7477478,7468696"
3.6,7491343
0.0,7489967
7.43,"7491576,7491365,7491581,7491366"
19.85,7491523
2.12,7492011
12.02,"7491574,7491168,7491578,7491172"
0.0,"7493361,7493118"
10.03,"7491362,7491170,7491171,7491582"
3.5,7491509
0.0,7487614
6.8,7491347
0.0,7431039
10.58,7492012
9.95,"7494402,7490121"
4.95,7492010
7.1,"7492304,7492305,7492150"
0.0,"7492051,7492053,7490566"
0.0,7430043
0.0,7491364
9.75,7491514
10.27,7489971
0.0,7486232
9.1,"7489873,7489875"
9.13,7491506
0.0,7490360
23.82,7493397
0.0,"7489776,7489867,7489896,7489906"
8.92,7423611
4.42,7490982
9.5,7493363
12.95,"7463671,7463672,7463673,7463674,746375,7487885,7488296,7488298,7488299,7488300,7488901,749005,7490056,7490057,7490058,7490059,7490060"
7.1,7491146
8.73,7491345
0.0,7493368
0.0,7490032
3.57,7485144
0.0,"7490332,7490361"
0.0,"7490564,7490595"
3.28,"7496244,7496245"
0.0,7495481
1.37,"7493138,7493244,7494048"
0.0,7495363
0.0,7495466
0.0,7495385
0.0,7495392
0.0,7495464
0.0,7495762
1.83,7490359
0.0,7495766
4.9,7490363
1.42,"7487540,7487562,7487566"
0.0,"7491868,7490569"
0.63,7492720
0.0,7493268
0.0,7423540
4.07,7494254
0.0,7468512
5.08,7491511
2.18,"7487388,7487820"
5.28,"7492555,7492621,7492559,7492624,7492723,7492560,7492625,7492561,7492626,7492725,7492564"
0.0,7431038
7.62,"7490570,7494208"
0.0,7487624
0.0,7489968
0.0,7430164
0.0,7430333
0.0,7423615
0.0,7490356
0.0,7495483
0.0,7423536
0.0,7483950
0.0,7494246
4.93,7440524
0.0,7489972
0.0,7489973
6.67,7489881
13.78,"7495959,7495960,7496091,7496092,7496094,7496095,7496096,7496237,7496238,7496239,7496243"
0.0,7492050
0.0,7491439
0.0,7495852
2.28,7467972
0.0,7495857
0.0,7495850
2.02,7488214
0.0,7489485
0.92,7492524
4.68,7494250
7.68,"7468804,7468807,7468806"
7.78,"7492136,7491938,7492144"
0.0,7491507
0.92,7492381
4.77,"7491936,7492140,7492309,7492145,7492148,7491946,7491950,7492318"
4.3,7491346
0.0,"7460266,7464980,7413020"
2.97,7491512
0.0,"7458064,7486567,7490089,7490370,7490558,7493381"
7.08,"7482195,7484086"
5.3,"7492134,7492139,7491948"
3.77,7491148
0.0,7413020
0.0,"7486885,7432532"
2.97,7490019
2.4,7491518
9.42,"7492135,7491939,7492312"
9.82,"7492137,7492147"
0.0,7491516
6.27,7491510
8.93,7491341
13.63,7491513
9.43,7491517
8.38,7481871
0.0,7412966
8.43,7493259
6.28,"7486885,7432532"
0.0,7488625
0.0,7457862
0.0,"7490579,7491132"
4.9,7493912
4.73,7485147
3.37,7490486
0.0,7489176
0.0,7440524
1.92,7473295
3.53,"7489033,7480742"
7.8,"7481214,7487689,7487983,7488087"
0.0,7486751
5.7,7493286
0.0,"7376281,7376387,7376388,7380709"
0.0,7493819
0.0,"7434873,7487396"
0.0,7494905
0.0,7412966
3.2,7490812
0.0,"7376357,7383732,7488100"
2.65,7491350
1.98,7485039
6.07,7491570
4.45,7490668
0.0,"7494053,7494098"
0.0,7457862
0.0,7491864
0.0,7485145
0.0,7494837
0.0,7494218
0.0,7494377
1.05,7423612
0.0,7435000
0.0,"7489961,7490097"
0.0,7494204
1.83,"7434873,7487396"
0.0,7487580
0.82,7495762
0.0,"7484660,7485890,7487850"
3.32,7494206
1.42,"7417216,7448251,7457790,7485148"
0.0,7495464
2.68,7491861
0.0,7492703
0.0,7492704
0.55,7493205
0.0,7492522
5.42,"7492138,7491944,7492308,7492151,7492316,7492152"
0.0,7489967
5.67,"7490567,7490568,7490604,7490605,7490606,7490607"
8.67,7490612
4.93,"7491945,7492315"
1.27,7423536
0.95,7469094
1.82,7458019
3.47,"7493262,7493263,7494220,7494222"
4.6,7494851
3.92,7493160
2.65,"7495873,7495872"
3.22,"7492303,7491941,7492311"
2.87,7494235
8.25,7492314
3.63,7485116
3.42,7491508
3.03,7494071
7.62,"7492307,7492310,7492317"
7.07,7484504
0.0,"7493361,7493118"
0.0,7468512
5.48,7491522
0.0,7494906
2.98,7490347
3.43,7487355
0.0,"7486753,7490339,7493393"
3.87,7490357
6.22,7487790
6.4,29734821
0.0,7474962
0.0,7493161
2.7,7490129
6.28,7495505
3.38,"7490703,7492001,7492002"
6.77,"7376357,7383732,7488100"
0.0,7489485
0.0,7492050
3.52,"7376281,7376387,7376388,7380709"
2.25,7430164
1.47,"7457789,7457865"
20.08,"7490332,7490361"
8.5,7494876
0.02,"7490564,7490595"
6.27,7494246
0.0,7488893
15.35,7490032
0.0,7430333
0.0,7491017
0.0,7490360
0.0,7423541
0.0,7488893
4.6,7423540
6.82,7491349
8.08,7494248
16.77,7494204
0.0,7484504
10.53,7493275
0.0,"7490038,7490039"
10.3,7493266
0.0,7494204
12.32,"7487791,7491275"
10.5,7493277
0.0,7491860
0.0,7495766
0.0,7490307
6.62,"7442214,7445669"
0.0,"7493212,7491532,7494075,7489589"
9.87,7491344
0.0,"7491532,7494075,7489589"
14.63,7494253
8.48,7493273
0.0,7482414
6.7,7490358
0.0,"7492051,7492053,7490566"
7.07,7430043
8.47,7491604
0.0,7492052
0.0,7493274
0.0,7481878
6.52,"7493361,7493118"
0.0,7494349
0.0,7474962
0.0,7483950
1.9,7423541
0.0,7498789
0.0,7495852
0.0,7498688
0.0,7498690
0.0,7487580
0.0,7498689
20.87,7485145
6.98,7430333
1.1,7460588
5.28,7487614
0.0,7423615
0.0,7435000
0.0,7477043
3.95,7487624
7.78,7489974
0.0,7493268
5.42,"7494680,7494681"
2.95,7491017
10.43,"7493345,7494341"
0.0,7484727
5.82,"7482421,7488906,7490301,7490337"
10.72,7495953
6.73,7490356
2.62,"7495012,7495013,7495014,7495015"
0.0,7485146
7.68,"7494376,7494893"
8.57,7496504
8.58,7496203
10.47,7412966
15.52,7489485
12.12,7496060
2.48,7474962
7.12,7431038
0.0,7498166
0.0,7498685
4.22,7431039
0.0,"7496820,7496821,7496822,7496823,7496824,7496839,7496840,7496841,7496842,7496843"
0.0,7498171
0.0,7492703
0.0,7496735
0.0,"7496331,7495539"
6.4,"7492051,7492053,7490566"
0.0,7492522
6.18,7491860
0.22,7492052
2.28,7498177
8.37,7498797
0.0,7498802
0.0,7498174
2.25,7498824
2.3,7498935
2.37,7495363
8.47,7498798
4.57,7491947
8.52,7498799
0.0,7475527
7.2,7494241
0.0,7489898
5.17,"7491937,7491942,7491943,7492141,7492143,7492146"
2.0,7491018
0.0,7489967
0.0,7489176
2.22,7498931
0.0,7491148
1.53,7493279
2.22,7498912
0.0,7498817
4.25,7489968
15.52,7494240
4.7,"7491940,7492313"
0.0,7491147
4.27,"7494319,7495403"
0.0,7498813
8.5,7494906
8.98,7493819
0.0,"7496820,7496821,7496822,7496823,7496824,7496839,7496840,7496841,7496842,7496843"
0.0,7498918
1.05,7500023
2.2,7498932
3.67,7495766
0.0,"7490038,7490039"
0.0,"7496408,7495981"
1.32,7495466
2.27,"7492306,7491949"
0.67,7490569
0.0,7412966
0.0,7423615
5.6,7497257
1.93,7491364
2.65,7485051
1.63,7489898
3.6,7494218
2.0,7494905
1.0,7498939
5.3,7423617
0.0,7469471
2.98,7489973
12.42,7496484
11.03,7468512
0.0,7469472
11.97,7494233
4.4,7489176
8.8,"7492556,7492620,7492557,7492721,7492558,7492622,7492722,7492623,7492724,7492562,7492627,7492563,7492726,7492727,7492728,7492729"
0.0,7493274
0.0,7469191
4.3,7431051
0.0,7494403
3.33,"7486753,7490339,7493393"
8.08,7496491
0.0,7487580
4.97,7493161
0.0,7495852
8.9,"7500019,7499915,7499917,7499918,7499919,7499920,7499921,7500020,7500021,7500022,7500024,7500025,7500026"
0.0,"7495943,7496153"
5.05,7482414
4.67,7493586
5.33,7490307
1.83,7498302
5.78,7486751
3.07,7491864
4.93,7498319
3.0,"7494053,7494098"
3.37,"7484660,7485890,7487850"
6.0,7430416
0.0,7430433
2.37,7494837
2.27,7493159
0.0,7496548
0.0,7431071
4.23,"7495405,7495419"
0.0,"7430340,7431052"
4.47,7484471
13.4,"7490038,7490039"
0.0,"7495689,7495690,7495691,7495692,7495693,7495694"
0.0,"7496820,7496821,7496822,7496823,7496824,7496839,7496840,7496841,7496842,7496843"
16.18,7498275
11.32,7493546
9.08,7493544
0.0,"7430366,7430367,7431050"
10.78,7497278
4.88,7496444
2.77,7496485
2.6,7493234
0.0,7491439
9.03,7496735
9.55,7423613
2.8,7491147
6.02,"7490327,7460224"
0.0,"7388358,7495207"
5.63,7496441
7.03,7485146
0.0,7488893
4.17,7490209
2.15,7496443
3.73,"7498541,7498160"
3.88,7495988
13.27,7493269
10.1,7495320
3.75,7496467
0.0,"7496386,7496387"
4.52,"7495530,7496063"
2.52,"7430340,7431052"
6.55,7496393
3.73,7491342
9.38,7497655
4.42,7497521
7.57,7498278
9.53,7497712
6.92,"7499852,7499552"
9.35,"7430366,7430367,7431050"
6.8,"7496375,7496848,7497630,7500840"
8.23,7497295
1.22,"7494252,7494255,7490366,7491515,7491524"
1.93,7498798
3.95,7492522
3.73,7491868
1.45,"7495046,7491439"
0.0,7492050
6.15,7423615
0.0,"7488625,7490491"
