Recv Date,Appt Date and Time,SO #,SO ID,Shipment Nbr,Customer Load ID,Pallets Left to Pull,Cases Left to Pull,UCC Label Name,Ship To,Bill To,PO,Order Status,Nbr Lines,Original Qty(eaches),Original Qty (cs),Allocated Qty(eaches),Allocated Qty (cs),Picked Qty(eaches),Picked Qty (cs),Left to Pick (Cs),SCAC,Ship Via,Pmt Term,Wave ID,Wave Descr,Stop,Trailer ID,Pallet Type
"Oct 11, 2024 5:41:38 PM","Oct 17, 2024 12:00:00 AM",7502300,7641117,9010158643,781536,0,153,P,WAL-MART DC 7034A ASM,WAL-MART STORES,3531394799,DC Allocated,4,540,153,540,153,0,0,153,GLBL,GLBL,Prepaid,202112301919,Wave LTL Orders - Plt Cust,6,,
"Oct 11, 2024 5:41:39 PM","Oct 17, 2024 12:00:00 AM",7502324,7641382,9010158638,781538,0,35,P,WAL-MART DC 6080A ASM,WAL-MART STORES,7932282046,DC Allocated,1,420,35,420,35,0,0,35,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,15,,
"Oct 11, 2024 5:41:39 PM","Oct 17, 2024 12:00:00 AM",7502301,7641206,9010158643,781536,0,68,P,WAL-MART DC 7034A ASM,WAL-MART STORES,3531394798,DC Allocated,9,279,68,279,68,0,0,68,GLBL,GLBL,Prepaid,202112301919,Wave LTL Orders - Plt Cust,15,,
"Oct 11, 2024 5:41:39 PM","Oct 17, 2024 12:00:00 AM",7502319,7641303,9010158648,781530,0,69,P,WAL-MART DC 7038A ASM,WAL-MART STORES,7182221032,DC Allocated,7,309,69,309,69,0,0,69,GLBL,GLBL,Prepaid,202112301923,Wave LTL Orders - Plt Cust,8,,
"Oct 11, 2024 5:41:39 PM","Oct 17, 2024 12:00:00 AM",7502323,7641381,9010158654,781537,0,0,P,WAL-MART DC 6023R REGULAR,WAL-MART STORES,7930675614,Staged,2,"2,288",572,"2,288",572,"2,288",572,0,GLBL,GLBL,Prepaid,202112301931,Wave LTL Orders - Plt Cust,7,,
"Oct 11, 2024 5:41:40 PM","Oct 17, 2024 12:00:00 AM",7502355,7642589,9010158633,781529,0,66,P,WAL-MART DC 6010G GENERAL,WAL-MART STORES,3229988863,DC Allocated,1,132,66,132,66,0,0,66,GLBL,GLBL,Prepaid,202112302164,Wave LTL Orders - Plt Cust,19,,
"Oct 11, 2024 5:41:40 PM","Oct 17, 2024 12:00:00 AM",7502334,7642946,9010158633,781531,0,45,P,WAL-MART DC 6040R REGULAR,WAL-MART STORES,8829661432,DC Allocated,1,"1,080",45,"1,080",45,0,0,45,GLBL,GLBL,Prepaid,202112301883,Wave LTL Orders - Plt Cust,25,,
"Oct 11, 2024 5:41:40 PM","Oct 17, 2024 12:00:00 AM",7502308,7641212,9010158638,781538,0,16,P,WAL-MART DC 6080A ASM,WAL-MART STORES,4282130347,DC Allocated,6,222,16,222,16,0,0,16,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,9,,
"Oct 11, 2024 5:41:40 PM","Oct 17, 2024 12:00:00 AM",7502357,7642591,9010158638,781538,0,46,P,WAL-MART DC 6080G GENERAL,WAL-MART STORES,5831295772,DC Allocated,1,92,46,92,46,0,0,46,GLBL,GLBL,Prepaid,202112302172,Wave LTL Orders - Plt Cust,12,,
"Oct 11, 2024 5:41:44 PM","Oct 17, 2024 12:00:00 AM",7502340,7642578,9010158633,781531,0,443,P,WAL-MART DC 6040A ASM,WAL-MART STORES,9680228644,In Packing,119,"7,607",447,"7,607",447,96,4,443,GLBL,GLBL,Prepaid,202112301883,Wave LTL Orders - Plt Cust,23,,
"Oct 11, 2024 5:41:45 PM","Oct 17, 2024 12:00:00 AM",7502335,7642577,9010158638,781538,0,253,P,WAL-MART DC 6080A ASM,WAL-MART STORES,8934879498,DC Allocated,60,"4,626",253,"4,626",253,0,0,253,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,5,,
"Oct 11, 2024 5:41:46 PM","Oct 17, 2024 12:00:00 AM",7502408,7641125,9010158638,781538,0,0,P,WAL-MART DC 6080R REGULAR,WAL-MART STORES,4430953620,Staged,2,"1,536",114,"1,536",114,"1,536",114,0,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,6,,
"Oct 11, 2024 5:41:46 PM","Oct 17, 2024 12:00:00 AM",7502416,7641132,9010158638,781538,0,0,P,WAL-MART DC 6080R REGULAR,WAL-MART STORES,5236811831,Staged,1,120,60,120,60,120,60,0,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,7,,
"Oct 11, 2024 5:41:46 PM","Oct 17, 2024 12:00:00 AM",7502422,7641138,9010158643,781536,0,0,P,WAL-MART DC 7034R REGULAR,WAL-MART STORES,5632181067,Staged,2,"1,696",424,"1,696",424,"1,696",424,0,GLBL,GLBL,Prepaid,202112301919,Wave LTL Orders - Plt Cust,19,,
"Oct 11, 2024 5:41:46 PM","Oct 17, 2024 12:00:00 AM",7502410,7641127,9010158654,781537,0,64,P,WAL-MART DC 6023A ASM,WAL-MART STORES,4558987893,DC Allocated,1,960,64,960,64,0,0,64,GLBL,GLBL,Prepaid,202112301931,Wave LTL Orders - Plt Cust,12,,
"Oct 11, 2024 5:41:47 PM","Oct 17, 2024 12:00:00 AM",7502413,7641130,9010158668,781533,0,479,P,WAL-MART DC 7045A ASM,WAL-MART STORES,4981475003,In Packing,17,"4,712",911,"4,712",911,"1,728",432,479,GLBL,GLBL,Prepaid,202112301993,Wave LTL Orders - Plt Cust,7,,
"Oct 11, 2024 5:41:48 PM","Oct 17, 2024 12:00:00 AM",7502424,7641139,9010158638,781538,0,76,P,WAL-MART DC 6080A ASM,WAL-MART STORES,5831295769,DC Allocated,4,262,76,262,76,0,0,76,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,10,,
"Oct 11, 2024 5:41:48 PM","Oct 17, 2024 12:00:00 AM",7502418,7642943,9010158643,781536,0,60,P,WAL-MART DC 7034R REGULAR,WAL-MART STORES,5329231919,DC Allocated,1,"1,440",60,"1,440",60,0,0,60,GLBL,GLBL,Prepaid,202112301919,Wave LTL Orders - Plt Cust,13,,
"Oct 11, 2024 5:41:48 PM","Oct 17, 2024 12:00:00 AM",7502434,7641150,9010158648,781530,0,43,P,WAL-MART DC 7038A ASM,WAL-MART STORES,7182221033,DC Allocated,4,149,43,149,43,0,0,43,GLBL,GLBL,Prepaid,202112301923,Wave LTL Orders - Plt Cust,16,,
"Oct 11, 2024 5:41:48 PM","Oct 17, 2024 12:00:00 AM",7502427,7641142,9010158668,781533,0,114,P,WAL-MART DC 7045A ASM,WAL-MART STORES,6234579865,DC Allocated,4,395,114,395,114,0,0,114,GLBL,GLBL,Prepaid,202112301993,Wave LTL Orders - Plt Cust,5,,
"Oct 11, 2024 5:41:49 PM","Oct 17, 2024 12:00:00 AM",7502415,7641133,9010158638,781538,0,0,P,WAL-MART DC 6080R REGULAR,WAL-MART STORES,5236811833,Staged,2,"1,712",428,"1,712",428,"1,712",428,0,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,13,,
"Oct 11, 2024 5:41:50 PM","Oct 17, 2024 12:00:00 AM",7502423,7641144,9010158643,781536,0,252,P,WAL-MART DC 7034A ASM,WAL-MART STORES,5780327973,DC Allocated,67,"4,472",252,"4,472",252,0,0,252,GLBL,GLBL,Prepaid,202112302274,Wave LTL Orders - Plt Cust,20,,
"Oct 11, 2024 5:41:50 PM","Oct 17, 2024 12:00:00 AM",7502438,7641153,9010158668,781533,0,0,P,WAL-MART DC 7045R REGULAR,WAL-MART STORES,7880672989,Staged,2,"2,424",201,"2,424",201,"2,424",201,0,GLBL,GLBL,Prepaid,202112301993,Wave LTL Orders - Plt Cust,15,,
"Oct 11, 2024 5:41:51 PM","Oct 17, 2024 12:00:00 AM",7502440,7641155,9010158632,781539,0,0,P,WAL-MART DC 6027R REGULAR,WAL-MART STORES,8134165875,Staged,2,"1,536",114,"1,536",114,"1,536",114,0,GLBL,GLBL,Prepaid,202112301879,Wave LTL Orders - Plt Cust,13,,
"Oct 11, 2024 5:41:51 PM","Oct 17, 2024 12:00:00 AM",7502439,7641154,9010158632,781539,0,0,P,WAL-MART DC 6027R REGULAR,WAL-MART STORES,8134165874,Staged,2,"1,280",380,"1,280",380,"1,280",380,0,GLBL,GLBL,Prepaid,202112301879,Wave LTL Orders - Plt Cust,18,,
"Oct 11, 2024 5:41:51 PM","Oct 17, 2024 12:00:00 AM",7502436,7641151,9010158633,781529,0,8,P,WAL-MART DC 6010A ASM,WAL-MART STORES,7424679401,DC Allocated,4,122,8,122,8,0,0,8,GLBL,GLBL,Prepaid,202112301883,Wave LTL Orders - Plt Cust,10,,
"Oct 11, 2024 5:41:51 PM","Oct 17, 2024 12:00:00 AM",7502445,7641612,9010158668,781533,0,0,P,WAL-MART DC 7045R REGULAR,WAL-MART STORES,8334529579,Staged,2,"2,272",568,"2,272",568,"2,272",568,0,GLBL,GLBL,Prepaid,202112301993,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 5:41:53 PM","Oct 17, 2024 12:00:00 AM",7502435,7642941,9010158634,781526,0,0,P,WAL-MART DC 6024R REGULAR,WAL-MART STORES,7333942014,Loaded,1,"1,440",60,"1,440",60,"1,440",60,0,GLBL,GLBL,Prepaid,202112301955,Wave LTL Orders - Plt Cust,7,695,
"Oct 11, 2024 5:41:53 PM","Oct 17, 2024 12:00:00 AM",7502441,7642215,,781529,0,0,P,WAL-MART DC 6010A ASM,WAL-MART STORES,8230387615,Released,78,"5,317",261,0,0,0,0,261,,GLBL,Prepaid,,,,,
"Oct 11, 2024 5:41:54 PM","Oct 17, 2024 12:00:00 AM",7502453,7642218,9010158650,781535,0,0,P,WAL-MART DC 6070R REGULAR,WAL-MART STORES,8934425107,Staged,2,"1,536",114,"1,536",114,"1,536",114,0,GLBL,GLBL,Prepaid,202112301927,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 5:41:54 PM","Oct 17, 2024 12:00:00 AM",7502452,7642217,9010158650,781535,0,0,P,WAL-MART DC 6070R REGULAR,WAL-MART STORES,8934425105,Staged,1,560,140,560,140,560,140,0,GLBL,GLBL,Prepaid,202112301927,Wave LTL Orders - Plt Cust,9,,
"Oct 11, 2024 5:41:55 PM","Oct 17, 2024 12:00:00 AM",7502460,7642222,9010158648,781530,0,0,P,WAL-MART DC 7038R REGULAR,WAL-MART STORES,9879934180,Staged,1,"1,440",480,"1,440",480,"1,440",480,0,GLBL,GLBL,Prepaid,202112301923,Wave LTL Orders - Plt Cust,14,,
"Oct 11, 2024 5:41:55 PM","Oct 17, 2024 12:00:00 AM",7502482,7642243,9010158654,781537,0,42,P,WAL-MART DC 6023G GENERAL,WAL-MART STORES,1230158428,DC Allocated,1,84,42,84,42,0,0,42,GLBL,GLBL,Prepaid,202112302171,Wave LTL Orders - Plt Cust,5,,
"Oct 11, 2024 5:41:56 PM","Oct 17, 2024 12:00:00 AM",7502527,7642467,9010158632,781539,0,0,P,WAL-MART DC 6027G GENERAL,WAL-MART STORES,9136274548,Staged,1,132,66,132,66,132,66,0,GLBL,GLBL,Prepaid,202112302173,Wave LTL Orders - Plt Cust,20,,
"Oct 11, 2024 5:41:56 PM","Oct 17, 2024 12:00:00 AM",7502496,7642256,9010158633,781531,0,56,P,WAL-MART DC 6040G GENERAL,WAL-MART STORES,4182051545,DC Allocated,1,112,56,112,56,0,0,56,GLBL,GLBL,Prepaid,202112302164,Wave LTL Orders - Plt Cust,35,,
"Oct 11, 2024 5:41:58 PM","Oct 17, 2024 12:00:00 AM",7502458,7642225,9010158650,781535,0,627,P,WAL-MART DC 6070A ASM,WAL-MART STORES,9630268715,DC Allocated,143,"11,349",627,"11,349",627,0,0,627,GLBL,GLBL,Prepaid,202112302273,Wave LTL Orders - Plt Cust,6,,
"Oct 11, 2024 5:41:59 PM","Oct 17, 2024 12:00:00 AM",7502511,7642451,9010158668,781533,0,56,P,WAL-MART DC 7045G GENERAL,WAL-MART STORES,6234579867,DC Allocated,1,112,56,112,56,0,0,56,GLBL,GLBL,Prepaid,202112302271,Wave LTL Orders - Plt Cust,11,,
"Oct 11, 2024 5:41:59 PM","Oct 17, 2024 12:00:00 AM",7502617,7642277,9010158753,781527,0,0,P,WAL-MART DC 7035G GENERAL,WAL-MART STORES,8781733236,Staged,1,108,54,108,54,108,54,0,GLBL,GLBL,Prepaid,202112302154,Wave LTL Orders - Plt Cust,4,,
"Oct 11, 2024 5:41:59 PM","Oct 17, 2024 12:00:00 AM",7502490,7642250,9010158754,781526,0,0,P,WAL-MART DC 6024G GENERAL,WAL-MART STORES,3381394905,Staged,1,96,48,96,48,96,48,0,GLBL,GLBL,Prepaid,202112302154,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 5:42:00 PM","Oct 17, 2024 12:00:00 AM",7502461,7642223,9010158648,781530,0,0,P,WAL-MART DC 7038R REGULAR,WAL-MART STORES,9879934182,Staged,2,"2,184",141,"2,184",141,"2,184",141,0,GLBL,GLBL,Prepaid,202112301923,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 6:07:05 PM","Oct 17, 2024 12:00:00 AM",7502154,7641018,9010158634,781526,0,0,P,WAL-MART DC 6024A ASM,WAL-MART STORES,3130409960,Loaded,4,178,46,178,46,178,46,0,GLBL,GLBL,Prepaid,202112301955,Wave LTL Orders - Plt Cust,8,695,
"Oct 11, 2024 6:07:05 PM","Oct 17, 2024 12:00:00 AM",7502284,7641101,9010158638,781538,0,22,P,WAL-MART DC 6080A ASM,WAL-MART STORES,1931157991,In Packing,4,354,130,354,130,264,108,22,GLBL,GLBL,Prepaid,202112301907,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 6:07:06 PM","Oct 17, 2024 12:00:00 AM",7502282,7640997,9010158643,781536,0,21,P,WAL-MART DC 7034A ASM,WAL-MART STORES,1831555221,In Packing,2,246,105,246,105,168,84,21,GLBL,GLBL,Prepaid,202112301919,Wave LTL Orders - Plt Cust,7,,
"Oct 11, 2024 6:07:06 PM","Oct 17, 2024 12:00:00 AM",7502402,7641119,9010158650,781535,0,28,P,WAL-MART DC 6070A ASM,WAL-MART STORES,3932061950,In Packing,3,120,40,120,40,24,12,28,GLBL,GLBL,Prepaid,202112301927,Wave LTL Orders - Plt Cust,17,,
"Oct 11, 2024 6:07:06 PM","Oct 17, 2024 12:00:00 AM",7502314,7641218,9010158668,781533,0,32,P,WAL-MART DC 7045A ASM,WAL-MART STORES,4981475005,In Packing,3,218,80,218,80,96,48,32,GLBL,GLBL,Prepaid,202112301993,Wave LTL Orders - Plt Cust,16,,
"Oct 11, 2024 6:07:07 PM","Oct 17, 2024 12:00:00 AM",7502455,7642220,9010158632,781539,0,0,P,WAL-MART DC 6027A ASM,WAL-MART STORES,9230409946,Staged,2,90,25,90,25,90,25,0,GLBL,GLBL,Prepaid,202112301879,Wave LTL Orders - Plt Cust,9,,
"Oct 11, 2024 6:07:07 PM","Oct 17, 2024 12:00:00 AM",7502141,7641004,9010158633,781529,0,0,P,WAL-MART DC 6010A ASM,WAL-MART STORES,1781604179,Staged,3,286,125,286,125,286,125,0,GLBL,GLBL,Prepaid,202112301883,Wave LTL Orders - Plt Cust,3,,
"Oct 11, 2024 6:07:07 PM","Oct 17, 2024 12:00:00 AM",7502307,7641211,9010158648,781530,0,16,P,WAL-MART DC 7038A ASM,WAL-MART STORES,4281346682,In Packing,3,348,160,348,160,288,144,16,GLBL,GLBL,Prepaid,202112301923,Wave LTL Orders - Plt Cust,9,,
"Oct 11, 2024 6:07:07 PM","Oct 17, 2024 12:00:00 AM",7502412,7641129,9010158654,781537,0,14,P,WAL-MART DC 6023A ASM,WAL-MART STORES,4832290724,In Packing,3,194,83,194,83,156,69,14,GLBL,GLBL,Prepaid,202112301931,Wave LTL Orders - Plt Cust,10,,
"Oct 11, 2024 6:07:08 PM","Oct 17, 2024 12:00:00 AM",7502280,7640996,9010158633,781531,0,13,P,WAL-MART DC 6040A ASM,WAL-MART STORES,1831007937,In Packing,4,176,41,176,41,98,28,13,GLBL,GLBL,Prepaid,202112301883,Wave LTL Orders - Plt Cust,32,,
"Oct 11, 2024 6:49:05 PM","Oct 18, 2024 12:00:00 AM",7490085,7627712,,,0,0,P,"SUPERVALU- CARLISLE, PA",SUPERVALU (CARLISLE),91469710,Released,7,"1,546",78,0,0,0,0,78,,SAIA,Prepaid,,,,,4 - Use Stringer 4way (#1) Pal
"Oct 11, 2024 7:57:04 PM","Oct 16, 2024 8:00:00 AM",7499912,7637083,9010158426,2261502,0,0,C,STAPLES # 895 0895,STAPLES INC,UUGZ96,Staged,3,202,59,202,59,202,59,0,ODFL,TFIN,Collect,202112301293,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 4:19:06 AM","Oct 21, 2024 2:30:00 PM",7498546,7635947,9010158726,46131568,2,"1,446",P,TARGET DIST CTR #3802,TARGET,10001092041-3802,In Packing,32,"20,239","2,617","20,239","2,617","6,744","1,136","1,481",RBTW,RBTW,Collect,202112302101,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 4:19:07 AM","Oct 21, 2024 12:00:00 AM",7493526,7630993,9010158713,59911900,9,6,P,THE CONTAINER STORE 0500,THE CONTAINER STORE,10027852438,In Packing,11,"1,956",209,"1,956",209,654,63,146,EXLA,EXLA,Collect,202112302096,Wave LTL Orders - Plt Cust,2,,4 - Use Stringer 4way (#1) Pal
"Oct 14, 2024 4:19:09 AM","Oct 21, 2024 12:00:00 AM",7496314,7633909,9010158694,,0,19,C,DO IT BEST CORP #0003,ALLIANCE INTERNATIONAL LLC,I05093M2137,DC Allocated,37,751,26.42,751,26.42,0,0,26.42,EXLA,EXLA,Prepaid,202112302036,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 4:19:10 AM","Oct 21, 2024 2:30:00 PM",7500164,7637584,9010158725,491804869,1,"1,453",P,PUBLIX SUPER MARKETS # 3902,PUBLIX SUPERMARKETS INC,A444999-01,In Packing,13,"17,616","2,697","17,616","2,697","8,736","1,184","1,513",RBTW,RBTW,Prepaid,202112302100,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 14, 2024 4:19:12 AM","Oct 21, 2024 12:00:00 AM",7500092,7637515,,,0,0,C,DO IT BEST COPR #0004,ALLIANCE INTERNATIONAL LLC,I05093W2137,In Packing,17,179,6.33,179,6.33,150,5.93,0.4,,F117,Prepaid,202112302286,Wave Parcel Orders,0,,
"Oct 14, 2024 4:19:13 AM","Oct 21, 2024 12:00:00 AM",7496291,7633848,,,0,0,C,DO IT BEST CORP #0007,ALLIANCE INTERNATIONAL LLC,442751N2137,In Packing,19,452,22.24,452,22.24,371,20.61,1.63,,F117,Prepaid,202112302286,Wave Parcel Orders,0,,
"Oct 14, 2024 4:19:16 AM","Oct 21, 2024 12:00:00 AM",7493202,7630908,,,0,0,P,"SUPERVALU - POMPANO BEACH, FL",SUPERVALU OCALA,81478550,Manifested,1,7,7,7,7,7,7,0,,F117,Prepaid,202112302288,Wave Parcel Orders,0,,4 - Use Stringer 4way (#1) Pal
"Oct 14, 2024 11:03:06 AM","Oct 30, 2024 12:00:00 AM",7489776,7627054,9010158537,,0,760,C,INGLES MARKETS INC 0000,"INGLES MARKETS, INC",10197470,In Packing,19,"7,884",866,"7,884",866,"1,272",106,760,RBTW,RBTW,Prepaid,202112301630,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 11:15:05 AM","Oct 22, 2024 6:30:00 AM",7499897,7637190,9010158644,,0,5,C,MARSHALLS DC 888,MARSHALLS,08157735,In Packing,6,850,141,850,141,814,136,5,HUBG,HUBG,Collect,202112301926,Wave LTL Orders - Case Cust,3,,
"Oct 14, 2024 11:25:06 AM","Oct 21, 2024 12:00:00 AM",7499835,7637139,9010158818,,0,0,C,DO IT BEST CORP #0002,ALLIANCE INTERNATIONAL LLC,I05093D2137,In Packing,38,740,40.33,740,40.33,354,34,6.33,EXLA,EXLA,Prepaid,202112302315,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 11:31:04 AM","Oct 21, 2024 12:00:00 AM",7420789,7614416,9010158819,,0,3,P,C & S WHOLESALE GROCERS #0037,C & S WHSL (BETH 4),594167,In Packing,1,"1,104",23,"1,104",23,936,19.5,3.5,EXLA,EXLA,Prepaid,202112302316,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 14, 2024 11:31:04 AM","Oct 21, 2024 12:00:00 AM",7420186,7631629,,,0,0,P,C & S WHOLESALE GROCERS #0037,C & S WHSL (BETH 4),594166,Manifested,1,"1,440",10,"1,440",10,"1,440",10,0,,F117,Prepaid,202112302289,Wave Parcel Orders,0,,1 - Use CHEP Pallet
"Oct 14, 2024 11:31:05 AM","Oct 21, 2024 12:00:00 AM",7500860,7638359,9010158699,,8,0,P,C & S WHOLESALE GROCERS #0037,C & S WHSL (BETH 4),839687,DC Allocated,1,"1,728",288,"1,728",288,0,0,288,EXLA,EXLA,Prepaid,202112302070,Wave LTL Orders - Plt Cust,2,,1 - Use CHEP Pallet
"Oct 14, 2024 11:57:04 AM","Oct 23, 2024 2:30:00 PM",7499894,7637188,9010158603,,0,0,C,T J MAXX LAS VEGAS 898,NEWTON BUYING CORP,80157736,Staged,6,"1,400",222,"1,400",222,"1,400",222,0,XPOL,WLCL,Collect,202112301799,Wave LTL Orders - Case Cust,7,,
"Oct 14, 2024 2:09:04 PM","Oct 22, 2024 10:30:00 AM",7499817,7637132,9010158435,181574516,0,0,P,JACKSONCOUNTYACECONSOLIDATIONCENTER,ACE HRDWRE CORP ID 0069238311,TRRJE,In Packing,15,708,17.5,708,17.5,420,12,5.5,SEFL,SEFL,Collect,202112301324,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 2:09:05 PM","Oct 22, 2024 10:30:00 AM",7499907,7637078,9010158435,181574516,0,0,P,JACKSONCOUNTYACECONSOLIDATIONCENTER,ACE HRDWRE CORP ID 0069238311,TRFRE,In Packing,15,848,19.54,848,19.54,516,14,5.54,SEFL,SEFL,Collect,202112301324,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 2:19:04 PM","Oct 22, 2024 10:30:00 AM",7499906,7637079,9010158435,181574516,0,10,P,JACKSONCOUNTYACECONSOLIDATIONCENTER,ACE HRDWRE CORP ID 0069238311,TR8GE,DC Allocated,24,690,16.65,690,16.65,0,0,16.65,SEFL,SEFL,Collect,202112302377,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 2:19:06 PM","Oct 21, 2024 2:30:00 PM",7497273,7635126,9010158728,BES73519601M,25,259,P,DOLLAR GENERAL 96930,DOLLAR GENERAL,22BVJ3,In Packing,38,"30,432","1,215","30,432","1,215","5,616",320,895,ARVY,ARVY,Collect,202112302103,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 2:19:07 PM","Oct 31, 2024 2:30:00 PM",7497274,7635125,,MAR73518541M,0,0,P,DOLLAR GENERAL 96920,DOLLAR GENERAL,22BVJ9,Released,35,"34,386","1,517",0,0,0,0,"1,517",,ARVY,Collect,,,,,
"Oct 14, 2024 2:19:09 PM","Oct 21, 2024 6:30:00 PM",7497649,7635305,9010158736,JAN73519423M,49,283,P,DOLLAR GENERAL 96130,DOLLAR GENERAL,22BVC1,DC Allocated,43,"42,858","1,666","42,858","1,666",0,0,"1,666",ARVY,ARVY,Collect,202112302134,Wave LTL Orders - Plt Cust,2,,
"Oct 14, 2024 3:01:04 PM","Oct 17, 2024 12:00:00 AM",7493315,7638759,,,0,0,P,C&S AWI YORK,C & S WHSL (AWI),94227142,Manifested,1,15,15,15,15,15,15,0,,F117,Prepaid,202112301569,Wave Parcel Orders,0,,1 - Use CHEP Pallet
"Oct 14, 2024 3:49:04 PM","Oct 22, 2024 6:30:00 AM",7499893,7637186,9010158644,,0,6,C,T J MAXX WORECESTER 896,NEWTON BUYING CORP,60157736,In Packing,8,"1,646",323,"1,646",323,"1,598",317,6,HUBG,HUBG,Collect,202112301926,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 3:49:06 PM","Oct 22, 2024 10:30:00 AM",7499896,7637189,9010158602,,23,56,C,MARSHALLS DC 886,MARSHALLS,06157735,DC Allocated,9,"1,674",325,"1,674",325,0,0,325,XPOL,WLCL,Collect,202112301798,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 4:25:05 PM","Oct 21, 2024 12:00:00 AM",7501562,7640633,9010158703,,0,101,C,IMPERIAL DISTRIBUTORS,"TOPCO ASSOCIATES, LLC",000004502207606,DC Allocated,8,"1,556",101,"1,556",101,0,0,101,EXLA,EXLA,Prepaid,202112302075,Wave LTL Orders - Case Cust,2,,1 - Use CHEP Pallet
"Oct 14, 2024 4:25:06 PM","Oct 21, 2024 12:00:00 AM",7500656,7638159,,,0,0,P,"SUPERVALU - POMPANO BEACH, FL",SUPERVALU OCALA,81480079,In Packing,6,318,11,318,11,282,10,1,,F117,Prepaid,202112302288,Wave Parcel Orders,0,,4 - Use Stringer 4way (#1) Pal
"Oct 14, 2024 4:25:09 PM","Oct 17, 2024 12:00:00 AM",7400693,7622402,9010158466,,1,219,C,NF DIST CTR # 0054,NF DISTRIBUTORS,594735,In Packing,55,"1,570",352,"1,570",352,670,131,221,VQXX,VQXX,Prepaid,202112302111,Wave LTL Orders - Case Cust,2,,
"Oct 14, 2024 4:37:16 PM","Oct 18, 2024 12:00:00 AM",7490974,7630961,9010158692,781553,0,2,P,WAL-MART DC 6069G GENERAL,WAL-MART STORES,1380546375,DC Allocated,1,72,2,72,2,0,0,2,GLBL,GLBL,Prepaid,202112302033,Wave LTL Orders - Plt Cust,18,,
"Oct 14, 2024 4:37:17 PM","Oct 18, 2024 12:00:00 AM",7490681,7628339,9010158682,781550,0,9,P,WAL-MART DC 6018G GENERAL,WAL-MART STORES,1880546519,DC Allocated,1,9,9,9,9,0,0,9,GLBL,GLBL,Prepaid,202112302017,Wave LTL Orders - Plt Cust,20,,
"Oct 14, 2024 4:37:17 PM","Oct 18, 2024 12:00:00 AM",7490989,7628486,9010158687,781547,0,2,P,WAL-MART DC 6039G GENERAL,WAL-MART STORES,3130377179,DC Allocated,1,2,2,2,2,0,0,2,GLBL,GLBL,Prepaid,202112302028,Wave LTL Orders - Plt Cust,15,,
"Oct 14, 2024 4:37:17 PM","Oct 18, 2024 12:00:00 AM",7490991,7628488,9010158690,781549,0,0,P,WAL-MART DC 6048G GENERAL,WAL-MART STORES,3131045568,Loaded,1,12,12,12,12,12,12,0,GLBL,GLBL,Prepaid,202112302031,Wave LTL Orders - Plt Cust,8,416907,
"Oct 14, 2024 4:37:18 PM","Oct 18, 2024 12:00:00 AM",7490680,7628338,9010158682,781550,0,9,P,WAL-MART DC 6018G GENERAL,WAL-MART STORES,1880546517,DC Allocated,1,9,9,9,9,0,0,9,GLBL,GLBL,Prepaid,202112302017,Wave LTL Orders - Plt Cust,12,,
"Oct 14, 2024 4:37:18 PM","Oct 18, 2024 12:00:00 AM",7490674,7628334,9010158692,781553,0,2,P,WAL-MART DC 6069G GENERAL,WAL-MART STORES,1380546374,DC Allocated,1,2,2,2,2,0,0,2,GLBL,GLBL,Prepaid,202112302033,Wave LTL Orders - Plt Cust,14,,
"Oct 14, 2024 4:37:18 PM","Oct 18, 2024 12:00:00 AM",7490975,7628474,9010158692,781553,0,2,P,WAL-MART DC 6069G GENERAL,WAL-MART STORES,1380546376,DC Allocated,1,2,2,2,2,0,0,2,GLBL,GLBL,Prepaid,202112302033,Wave LTL Orders - Plt Cust,16,,
